30,315,414,0,4,20,20,202,278,113,136,49696781,0.3125,3
31,398,200,0,2,23,8,163,149,235,51,8937605,0.0632,13
32,310,306,2,1,18,18,250,188,60,118,16754389,0.1114,6
1,396,230,0,2,28,11,225,197,171,33,4846685,0.0313,25
2,362,333,2,0,22,22,310,261,52,72,2553000,0.0183,-2
3,391,435,0,3,22,19,293,397,98,38,32773512,0.1967,-4
4,492,300,2,1,29,16,179,167,313,133,37653673,0.2375,29
5,406,523,2,1,32,23,303,460,103,63,44025423,0.3485,-3
6,389,317,0,2,22,20,297,263,92,54,74151212,0.4697,-1
7,357,437,0,0,20,25,237,358,120,79,2626909,0.0173,-18
8,341,407,0,1,16,19,301,270,40,137,35463772,0.3165,-2
9,424,372,2,4,24,24,233,294,191,78,63915720,0.3982,14
10,304,265,2,2,16,16,220,166,84,99,9370563,0.0522,-8
11,348,387,0,1,20,23,265,311,83,76,32011363,0.2151,3
12,372,424,4,2,24,24,294,233,78,191,20393434,0.1413,-14
13,414,392,1,1,26,19,256,231,158,161,25382223,0.1723,3
14,392,414,1,1,19,26,231,256,161,158,18865842,0.1225,-3
15,317,389,2,0,20,22,263,297,54,92,1637619,0.0099,1
16,406,285,0,2,22,16,223,221,183,64,0,0.0000,16
17,387,348,1,0,23,20,311,265,76,83,41256120,0.2748,-3
18,474,297,0,2,24,15,252,169,222,128,26457919,0.1850,15
20,437,357,0,0,25,20,358,237,79,120,32893699,0.2138,18
21,523,406,1,2,23,32,460,303,63,103,12737692,0.0787,3
22,435,391,3,0,19,22,397,293,38,98,30661091,0.1815,4
23,230,396,2,0,11,28,197,225,33,171,33777534,0.1957,-25
24,285,406,2,0,16,22,221,223,64,183,11386802,0.0732,-16
25,239,493,0,1,12,26,145,263,94,230,9249000,0.0440,-7
26,297,474,2,0,15,24,169,252,128,222,21701386,0.1500,-15
27,265,304,2,2,16,16,166,220,99,84,37000000,0.2169,8
28,300,492,1,2,16,29,167,179,133,313,17163679,0.1253,-29
29,333,362,0,2,22,22,261,310,72,52,8920262,0.0627,2
31,407,341,1,0,19,16,270,301,137,40,1502333,0.0106,2
32,493,239,1,0,26,12,263,145,230,94,6926591,0.0461,7
1,443,257,0,0,23,11,311,205,132,52,21797792,0.1407,0
2,386,426,1,2,21,26,256,348,130,78,1050000,0.0075,-3
3,245,344,3,2,11,16,234,189,11,155,66919372,0.4017,-8
4,267,454,0,0,16,26,200,198,67,256,42867796,0.2704,-3
6,189,406,2,1,13,32,120,303,69,103,44837800,0.2840,-16
7,559,352,1,2,23,22,288,172,271,180,2626909,0.0173,14
8,352,559,2,1,22,23,172,288,180,271,24537059,0.2190,-14
10,347,271,0,2,19,14,157,131,190,140,14221868,0.0793,18
11,344,413,0,2,19,26,250,283,94,130,29014783,0.1949,3
12,406,189,1,2,32,13,303,120,103,69,10532939,0.0730,16
13,271,347,2,0,14,19,131,157,140,190,5178957,0.0351,-18
14,422,331,0,1,26,26,341,207,81,124,29585859,0.1921,8
15,344,344,3,0,19,21,239,200,105,144,21900000,0.1323,-17
16,326,463,0,2,20,27,214,359,112,104,6068278,0.0351,6
17,345,232,4,1,20,13,271,196,74,36,40219653,0.2679,-7
18,454,267,0,0,26,16,198,200,256,67,14768101,0.1033,3
19,282,239,4,4,18,15,189,138,93,101,7853575,0.0490,-11
20,362,375,2,1,21,17,222,281,140,94,11894404,0.0773,11
21,463,326,2,0,27,20,359,214,104,112,13819867,0.0854,-6
22,232,345,1,4,13,20,196,271,36,74,4357484,0.0258,7
23,344,245,2,3,16,11,189,234,155,11,27558065,0.1596,8
24,344,344,0,3,21,19,200,239,144,105,13774403,0.0885,17
25,239,282,4,4,15,18,138,189,101,93,10242023,0.0487,11
26,375,362,1,2,17,21,281,222,94,140,44940632,0.3106,-11
27,426,386,2,1,26,21,348,256,78,130,17449300,0.1023,3
28,273,513,3,1,20,27,113,264,160,249,8816610,0.0644,-17
29,257,443,0,0,11,23,205,311,52,132,9486671,0.0667,0
30,513,273,1,3,27,20,264,113,249,160,38361581,0.2412,17
31,331,422,1,0,26,26,207,341,124,81,0,0.0000,-8
32,413,344,2,0,26,19,283,250,130,94,12656028,0.0842,-3
1,340,349,2,1,22,19,316,208,24,141,24797792,0.1600,-10
2,367,331,0,0,25,24,277,223,90,108,1050000,0.0075,1
4,376,357,0,0,25,23,209,285,167,72,39192796,0.2472,-16
5,349,340,1,2,19,22,208,316,141,24,11935911,0.0945,10
6,403,258,0,0,19,15,245,201,158,57,32659942,0.2069,10
7,415,546,2,1,35,30,263,446,152,100,0,0.0000,0
8,407,393,2,0,22,21,339,222,68,171,18384762,0.1641,-3
9,460,291,1,1,26,21,273,194,187,97,59613680,0.3714,6
10,324,369,3,3,15,21,267,246,57,123,29057168,0.1619,8
11,289,269,0,1,19,20,231,164,58,105,29554073,0.1985,-7
12,331,367,0,0,24,25,223,277,108,90,37424249,0.2594,-1
13,269,289,1,0,20,19,164,231,105,58,14469454,0.0982,7
14,277,422,2,0,18,20,172,334,105,88,16474722,0.1070,-16
15,370,494,1,0,27,25,322,280,48,214,15300000,0.0924,-14
16,422,277,0,2,20,18,334,172,88,105,8256953,0.0478,16
19,258,403,0,0,15,19,201,245,57,158,15026645,0.0938,-10
20,357,376,0,0,23,25,285,209,72,167,8127817,0.0528,16
21,375,359,1,1,28,15,252,285,123,74,13687507,0.0846,5
23,393,407,0,2,21,22,222,339,171,68,33095015,0.1917,3
24,626,270,1,0,27,18,498,168,128,102,6664516,0.0428,6
25,291,460,1,1,21,26,194,273,97,187,2644963,0.0126,-6
27,369,324,3,3,21,15,246,267,123,57,32000000,0.1876,-8
29,359,375,1,1,15,28,285,252,74,123,19322066,0.1358,-5
30,270,626,0,1,18,27,168,498,102,128,35264706,0.2217,-6
31,494,370,0,1,25,27,280,322,214,48,8535382,0.0603,14
32,546,415,1,2,30,35,446,263,100,152,40534737,0.2696,0
2,461,396,1,2,31,23,325,326,136,70,4338186,0.0311,15
3,274,277,1,1,13,15,224,241,50,36,43089544,0.2586,7
4,425,278,1,0,30,19,263,245,162,33,45705694,0.2883,-6
5,244,339,0,1,16,18,185,280,59,59,29623543,0.2345,3
8,222,423,0,0,13,29,177,255,45,168,5484406,0.0489,-25
9,423,222,0,0,29,13,255,177,168,45,53055966,0.3305,25
10,299,397,2,0,13,30,266,179,33,218,15868700,0.0884,-10
11,311,337,1,2,18,22,214,259,97,78,34691126,0.2331,6
12,405,355,1,1,25,22,289,270,116,85,31813201,0.2205,-5
14,355,405,2,0,22,25,270,289,85,116,30646413,0.1990,5
15,449,231,4,4,25,10,244,169,205,62,8572111,0.0518,-5
16,231,449,0,0,10,25,169,244,62,205,34748313,0.2012,5
17,339,244,1,2,18,16,280,185,59,59,29062279,0.1935,-3
18,274,331,0,1,20,18,137,191,137,140,22622379,0.1582,4
19,337,311,0,4,22,18,259,214,78,97,18055250,0.1127,-6
21,571,486,0,2,29,19,323,393,248,93,11498076,0.0710,18
22,302,443,2,0,16,21,248,347,54,96,5328384,0.0315,5
23,331,274,2,2,18,20,191,137,140,137,33977472,0.1968,-4
24,397,299,0,2,30,13,179,266,218,33,43080224,0.2769,10
25,443,302,2,1,21,16,347,248,96,54,4594963,0.0219,-5
26,277,274,1,3,15,13,241,224,36,50,30348333,0.2098,-7
27,476,393,0,0,31,24,268,313,208,80,25000000,0.1466,8
28,486,571,4,1,19,29,393,323,93,248,2058265,0.0150,-18
29,278,425,0,1,19,30,245,263,33,162,33691266,0.2368,6
30,396,461,2,0,23,31,326,325,70,136,13401000,0.0843,-15
31,393,476,3,1,24,31,313,268,80,208,7731749,0.0546,-8
1,443,281,4,1,26,15,363,198,80,83,6218694,0.0401,3
2,303,429,1,3,11,25,255,221,48,208,5936489,0.0426,-9
3,396,144,2,1,29,11,277,111,119,33,15796293,0.0948,21
5,341,256,2,1,22,18,242,165,99,91,23272622,0.1842,-3
6,283,360,4,2,15,22,161,280,122,80,19551316,0.1238,-26
7,264,351,1,2,12,23,186,229,78,122,10821831,0.0711,-1
8,144,396,3,0,11,29,111,277,33,119,1649475,0.0147,-21
9,422,448,1,4,20,30,295,400,127,48,53242462,0.3317,5
10,337,373,2,0,24,19,234,293,103,80,16768750,0.0935,2
12,402,446,3,2,21,19,333,292,69,154,23043534,0.1597,-22
13,273,327,0,0,16,23,92,247,181,80,11743526,0.0797,3
15,327,273,2,2,23,16,247,92,80,181,14697584,0.0888,-3
16,256,341,1,1,18,22,165,242,91,99,31989253,0.1852,3
17,280,296,0,4,16,17,155,157,125,139,26337832,0.1754,3
18,337,379,1,1,17,29,231,309,106,70,17368382,0.1215,7
19,331,388,1,0,22,23,284,260,47,128,17834393,0.1113,-6
20,385,420,2,2,25,23,304,324,81,96,13796875,0.0897,-7
21,373,337,4,1,19,24,293,234,80,103,9176436,0.0567,-2
22,351,264,2,0,23,12,229,186,122,78,14284238,0.0846,1
23,296,280,1,1,17,16,157,155,139,125,23997991,0.1390,-3
25,429,303,1,1,25,11,221,255,208,48,12705963,0.0604,9
26,448,422,0,1,30,20,400,295,48,127,5967177,0.0412,-5
27,379,337,4,4,29,17,309,231,70,106,34000000,0.1993,-7
28,281,443,1,2,15,26,198,363,83,80,6858265,0.0501,-3
29,420,385,0,4,23,25,324,304,96,81,12026907,0.0845,7
30,360,283,1,3,22,15,280,161,80,122,17550625,0.1103,26
31,446,402,0,1,19,21,292,333,154,69,472041,0.0033,22
32,388,331,1,1,23,22,260,284,128,47,11764394,0.0782,6
1,290,217,2,0,24,16,155,145,135,72,9098263,0.0587,-6
3,368,417,0,2,17,27,267,299,101,118,32690630,0.1962,-10
4,342,300,1,2,20,23,159,207,183,93,24666903,0.1556,4
5,223,371,0,0,17,28,173,264,50,107,20386825,0.1614,3
6,315,329,1,1,17,19,222,227,93,102,37186187,0.2355,-6
7,300,342,2,0,23,20,207,159,93,183,1046719,0.0069,-4
8,209,313,2,0,17,24,176,167,33,146,6981250,0.0623,-15
9,417,368,0,3,27,17,299,267,118,101,50054168,0.3118,10
11,277,285,2,0,14,16,263,202,14,83,15351689,0.1031,7
12,424,515,2,1,19,21,340,364,84,151,25898426,0.1795,-18
13,354,325,2,0,22,16,230,295,124,30,10260205,0.0696,-7
14,327,351,1,2,18,20,251,254,76,97,9511765,0.0618,7
15,285,277,3,1,16,14,202,263,83,14,5420000,0.0328,-7
16,343,442,2,1,19,27,261,326,82,116,41104995,0.2380,-2
17,227,240,1,1,12,17,125,142,102,98,21520873,0.1433,-4
18,240,227,1,2,17,12,142,125,98,102,55132633,0.3856,4
19,217,290,1,0,16,24,145,155,72,135,10324834,0.0645,6
20,444,299,0,0,28,20,273,177,171,122,17665625,0.1148,13
21,371,223,2,1,28,17,264,173,107,50,4153228,0.0257,-3
22,329,315,0,2,19,17,227,222,102,93,3864336,0.0229,6
24,325,354,1,0,16,22,295,230,30,124,38446928,0.2472,7
25,308,439,2,2,20,18,195,287,113,152,5276364,0.0251,-11
26,313,209,0,0,24,17,167,176,146,33,17605465,0.1217,15
28,299,444,0,2,20,28,177,273,122,171,5854171,0.0427,-13
29,439,308,0,2,18,20,287,195,152,113,8746413,0.0615,11
30,442,343,1,1,27,19,326,261,116,82,10635919,0.0669,2
31,351,327,0,2,20,18,254,251,97,76,6000000,0.0424,-7
32,515,424,0,1,21,19,364,340,151,84,11276894,0.0750,18
1,332,360,1,1,23,28,274,244,58,116,18195312,0.1174,-19
2,360,332,1,2,28,23,244,274,116,58,5298303,0.0380,19
3,311,325,1,0,16,22,219,261,92,64,21454931,0.1288,5
4,304,301,0,2,15,20,151,118,153,183,31712455,0.2000,7
5,358,366,2,0,19,22,229,310,129,56,22606825,0.1789,-3
6,411,375,2,1,25,18,316,226,95,149,32076333,0.2032,-6
7,325,311,2,1,22,16,261,219,64,92,19271834,0.1266,-5
8,343,296,3,0,21,13,285,192,58,104,7937152,0.0708,-14
9,353,505,0,0,24,25,190,449,163,56,30319168,0.1889,5
10,464,273,1,1,21,23,340,190,124,83,450000,0.0025,-3
11,308,306,0,1,18,17,214,224,94,82,17685544,0.1188,3
12,387,292,0,1,25,20,313,211,74,81,11752397,0.0815,14
13,353,302,4,0,22,18,239,235,114,67,4270040,0.0290,-8
14,310,369,2,0,18,16,219,221,91,148,28184362,0.1830,-21
15,301,304,0,1,20,15,118,151,183,153,24569151,0.1485,-7
16,273,464,0,1,23,21,190,340,83,124,30124069,0.1744,3
17,247,555,2,2,13,27,178,346,69,209,3456668,0.0230,-28
18,358,475,0,0,19,25,263,282,95,193,48397406,0.3385,7
19,306,308,1,2,17,18,224,214,82,94,21184762,0.1322,-3
20,377,333,0,2,26,16,286,269,91,64,34231729,0.2225,5
21,555,247,1,3,27,13,346,178,209,69,10569049,0.0653,28
22,296,343,1,0,13,21,192,285,104,58,15670502,0.0928,14
23,333,377,2,2,16,26,269,286,64,91,12070588,0.0699,-5
24,366,358,2,0,22,19,310,229,56,129,39286229,0.2526,3
25,292,387,1,2,20,25,211,313,81,74,4506281,0.0214,-14
26,369,310,0,4,16,18,221,219,148,91,5386621,0.0372,21
27,302,353,1,0,18,22,235,239,67,114,14000000,0.0821,8
28,475,358,2,2,25,19,282,263,193,95,11575268,0.0845,-7
29,245,338,3,3,16,19,118,220,127,118,21974270,0.1545,-9
30,338,245,2,2,19,16,220,118,118,127,19565294,0.1230,9
31,375,411,0,0,18,25,226,316,149,95,1286474,0.0091,6
32,505,353,0,2,25,24,449,190,56,163,15287500,0.1017,-5
1,369,333,0,1,24,19,281,246,88,87,5085382,0.0328,8
2,418,389,1,3,32,17,290,266,128,123,5553000,0.0398,-1
3,496,277,2,0,28,16,386,215,110,62,10271242,0.0616,32
4,382,399,2,1,24,24,170,260,212,139,40722637,0.2568,-14
5,271,534,2,0,14,29,182,294,89,240,10884280,0.0861,-33
6,326,147,1,3,19,10,184,6,142,141,35663737,0.2259,20
7,412,359,2,3,21,22,332,306,80,53,15551377,0.1022,18
9,264,318,2,1,13,21,124,231,140,87,27645018,0.1722,2
10,206,333,0,3,10,19,102,179,104,154,1969852,0.0110,10
11,422,369,0,3,24,20,337,319,85,50,26399189,0.1774,15
12,309,307,1,1,16,17,200,184,109,123,42253367,0.2929,8
13,307,309,1,1,17,16,184,200,123,109,19389605,0.1316,-8
14,421,250,1,3,27,13,282,214,139,36,20036733,0.1301,31
15,333,206,3,0,19,10,179,102,154,104,29020415,0.1754,-10
16,389,418,1,1,17,32,266,290,123,128,34362864,0.1990,1
17,162,402,2,0,7,20,126,269,36,133,28124105,0.1873,-16
18,277,496,3,2,16,28,215,386,62,110,37362063,0.2613,-32
19,318,264,1,2,21,13,231,124,87,140,10546411,0.0658,-2
20,402,162,0,2,20,7,269,126,133,36,37136594,0.2414,16
21,369,422,3,0,20,24,319,337,50,85,6054228,0.0374,-15
22,234,389,2,2,16,20,178,272,56,117,7848838,0.0465,-10
23,250,421,3,1,13,27,214,282,36,139,22906103,0.1327,-31
24,399,382,0,2,24,24,260,170,139,212,45312242,0.2913,14
25,359,412,3,2,22,21,306,332,53,80,5856082,0.0279,-18
26,389,234,2,2,20,16,272,178,117,56,3698333,0.0256,10
27,330,349,2,1,18,20,211,268,119,81,12367716,0.0725,-7
28,147,326,0,1,10,19,6,184,141,142,1281198,0.0094,-20
29,534,271,1,2,29,14,294,182,240,89,11638275,0.0818,33
30,349,330,1,2,20,18,268,211,81,119,17550625,0.1103,7
32,333,369,2,0,19,24,246,281,87,88,16806617,0.1118,-8
1,300,314,4,3,21,15,125,231,175,83,8135232,0.0525,-3
2,286,312,0,5,18,21,220,208,66,104,23544003,0.1688,28
3,348,496,1,3,17,20,306,401,42,95,5984844,0.0359,-7
4,275,460,1,3,14,24,208,220,67,240,26110501,0.1647,-7
5,272,278,1,5,17,17,146,220,126,58,14659264,0.1160,12
6,296,323,0,2,16,25,204,209,92,114,7814993,0.0495,-3
7,360,254,0,1,21,13,147,85,213,169,16163833,0.1062,13
8,254,360,1,0,13,21,85,147,169,213,0,0.0000,-13
9,260,260,3,3,13,12,152,167,108,93,24613070,0.1533,-3
10,348,253,2,0,19,16,330,73,18,180,6066195,0.0338,-3
11,323,296,2,0,25,16,209,204,114,92,31003674,0.2083,3
12,330,354,0,6,18,22,237,218,93,136,29080283,0.2016,28
13,316,348,1,3,20,21,131,265,185,83,26445262,0.1795,5
14,348,316,3,1,21,20,265,131,83,185,11248678,0.0730,-5
15,315,377,0,1,18,22,230,292,85,85,33444221,0.2021,-9
16,323,244,3,0,14,18,258,109,65,135,6637764,0.0384,8
17,312,286,5,0,21,18,208,220,104,66,13455292,0.0896,-28
18,314,300,3,4,15,21,231,125,83,175,43510369,0.3043,3
19,377,315,1,0,22,18,292,230,85,85,20735700,0.1294,9
20,496,348,3,1,20,17,401,306,95,42,12118758,0.0788,7
21,294,270,3,0,14,21,248,166,46,104,14048837,0.0868,-5
22,260,260,3,3,12,13,167,152,93,108,24661091,0.1460,3
23,404,364,1,0,24,17,216,116,188,248,27558065,0.1596,6
24,244,323,0,3,18,14,109,258,135,65,19394752,0.1247,-8
25,383,334,2,1,24,16,288,227,95,107,4594963,0.0219,-5
26,460,275,3,1,24,14,220,208,240,67,8196047,0.0567,7
27,278,272,5,1,17,17,220,146,58,126,17446096,0.1023,-12
28,364,404,0,1,17,24,116,216,248,188,5854171,0.0427,-6
29,354,330,6,0,22,18,218,237,136,93,9486671,0.0667,-28
30,270,294,0,3,21,14,166,248,104,46,21730002,0.1366,5
31,253,348,0,2,16,19,73,330,180,18,6000000,0.0424,3
32,334,383,1,2,16,24,227,288,107,95,42534737,0.2829,5
1,425,488,2,1,26,33,309,358,116,130,9098263,0.0587,-7
2,550,272,1,1,29,15,302,165,248,107,23544003,0.1688,28
3,340,328,2,1,18,27,189,159,151,169,10000000,0.0600,1
4,451,269,0,0,29,16,171,162,280,107,26110501,0.1647,20
5,438,335,0,3,22,18,290,306,148,29,21272622,0.1684,11
6,449,451,4,0,29,20,354,225,95,226,5814993,0.0368,-3
