216,283,3,3,14,18,L
331,284,0,1,23,23,W
317,389,2,0,20,22,W
344,344,3,0,19,21,L
370,494,1,0,27,25,L
449,231,4,0,25,10,L
327,273,2,0,23,16,L
285,277,3,2,16,14,L
301,304,0,0,20,15,L
333,206,3,0,19,10,L
315,377,0,1,18,22,L
150,387,1,2,9,23,L
415,263,1,1,25,19,W
470,384,2,2,23,24,L
413,388,1,0,26,25,W
291,351,3,2,14,15,L
293,305,1,8,18,17,W
357,436,2,0,22,18,L
406,285,0,2,22,16,W
326,463,0,2,20,27,W
422,277,0,2,20,18,W
231,449,0,4,10,25,W
256,341,1,2,18,22,W
343,442,2,1,19,27,L
273,464,0,1,23,21,W
389,418,1,1,17,32,W
323,244,3,0,14,18,W
316,389,1,3,13,21,L
484,246,1,3,23,14,W
365,398,1,2,26,26,W
227,389,2,1,16,20,L
185,320,2,1,10,28,L
283,306,0,1,17,17,W
320,472,2,2,18,30,W
288,420,1,5,12,26,W
345,305,3,0,23,15,L
387,348,1,0,23,20,L
345,232,4,1,20,13,L
339,244,1,0,18,16,L
280,296,0,1,16,17,W
227,240,1,1,12,17,L
247,555,2,1,13,27,L
162,402,2,0,7,20,L
312,286,5,0,21,18,L
183,299,0,1,13,19,L
177,323,2,2,13,21,L
123,344,3,2,9,21,L
214,352,0,2,11,21,L
457,463,4,1,23,29,L
426,430,3,1,23,21,W
222,362,2,0,8,19,L
200,398,2,0,8,23,L
474,297,0,2,24,15,W
454,267,0,0,26,16,W
274,331,0,2,20,18,W
337,379,1,4,17,29,W
240,227,1,1,17,12,W
358,475,0,2,19,25,W
277,496,3,2,16,28,L
314,300,3,4,15,21,W
303,360,1,4,13,20,W
494,589,1,0,22,30,W
280,396,2,0,16,22,L
305,367,3,2,18,19,L
301,316,0,3,15,19,W
284,263,1,3,15,20,W
211,306,0,3,13,18,W
366,339,0,2,22,18,W
351,214,0,1,22,16,W
282,239,4,4,18,15,L
258,403,0,0,15,19,L
337,311,0,1,22,18,L
331,388,1,1,22,23,L
217,290,1,2,16,24,W
306,308,1,0,17,18,L
318,264,1,2,21,13,L
377,315,1,0,22,18,W
282,411,3,0,20,27,L
446,348,2,0,22,19,L
374,323,1,5,21,19,W
363,344,2,0,19,21,W
463,457,1,4,29,23,W
282,284,0,3,15,19,W
277,378,1,0,13,24,L
501,262,0,1,24,17,W
437,357,0,0,25,20,W
362,375,2,1,21,17,W
357,376,0,0,23,25,W
385,420,2,0,25,23,L
444,299,0,0,28,20,W
377,333,0,2,26,16,W
402,162,0,2,20,7,W
496,348,3,1,20,17,W
313,309,0,3,20,15,W
325,239,0,4,21,14,W
396,280,0,2,22,16,W
377,302,3,3,20,14,W
431,368,0,2,26,22,W
546,344,2,1,37,17,W
507,486,1,0,27,25,L
288,417,0,3,16,22,L
474,442,2,0,32,26,L
275,346,2,3,21,21,W
523,406,1,2,23,32,W
463,326,2,0,27,20,L
375,359,1,1,28,15,W
571,486,0,4,29,19,W
373,337,4,2,19,24,L
371,223,2,0,28,17,L
555,247,1,2,27,13,W
369,422,3,0,20,24,L
294,270,3,0,14,21,L
488,425,1,2,33,26,W
417,349,0,2,25,23,W
473,465,1,0,26,25,L
316,328,1,0,18,24,W
417,288,3,0,22,16,W
457,403,3,1,28,20,L
339,366,2,0,18,22,L
221,406,1,2,14,23,L
435,391,3,0,19,22,W
232,345,1,4,13,20,W
302,443,2,2,16,21,W
351,264,2,1,23,12,W
329,315,0,1,19,17,W
296,343,1,3,13,21,W
234,389,2,2,16,20,L
260,260,3,3,12,13,W
300,324,0,2,17,16,W
470,286,3,1,24,15,L
332,284,0,3,17,16,W
365,406,2,0,15,23,L
340,381,1,1,22,18,L
493,393,1,1,28,16,W
305,293,8,1,17,18,L
305,354,3,0,20,21,L
316,436,0,1,16,30,L
230,396,2,0,11,28,L
344,245,2,3,16,11,W
393,407,0,2,21,22,W
331,274,2,0,18,20,L
296,280,1,0,17,16,L
333,377,2,0,16,26,L
250,421,3,1,13,27,L
404,364,1,0,24,17,W
360,303,4,1,20,13,L
239,325,4,0,14,21,L
329,230,0,3,18,14,W
486,507,0,1,25,27,W
454,528,0,1,29,27,L
368,393,1,3,17,19,W
261,412,1,1,13,25,W
389,423,1,4,19,17,W
285,406,2,0,16,22,L
344,344,0,3,21,19,W
626,270,1,0,27,18,W
397,299,0,2,30,13,W
325,354,1,2,16,22,W
366,358,2,2,22,19,W
399,382,0,2,24,24,W
244,323,0,3,18,14,L
345,263,2,2,18,14,W
463,390,0,3,27,20,W
221,349,3,1,11,18,L
203,291,3,0,16,19,L
403,288,0,1,23,14,W
280,284,0,3,21,16,W
426,251,0,2,25,15,W
346,244,2,1,18,21,L
239,493,0,1,12,26,L
239,282,4,4,15,18,W
291,460,1,1,21,26,L
443,302,2,2,21,16,L
429,303,1,1,25,11,W
308,439,2,0,20,18,L
292,387,1,0,20,25,L
359,412,3,2,22,21,L
383,334,2,1,24,16,L
328,340,1,2,27,18,L
286,470,1,3,15,24,W
346,195,0,2,24,15,W
437,384,1,2,23,18,W
374,412,2,2,19,21,W
251,426,2,0,15,25,L
436,357,0,2,18,22,W
436,316,1,0,30,16,W
297,474,2,0,15,24,L
375,362,1,2,17,21,L
277,274,1,1,15,13,L
448,422,0,1,30,20,L
313,209,0,2,24,17,W
369,310,0,2,16,18,W
389,234,2,2,20,16,W
460,275,3,1,24,14,W
382,222,0,1,26,19,W
406,368,2,1,23,22,W
312,437,1,4,21,27,W
367,305,2,3,19,18,W
389,227,1,2,20,16,W
368,431,2,0,22,26,L
388,413,0,1,25,26,L
357,388,1,3,25,20,W
352,410,3,2,17,24,L
346,275,3,2,21,21,L
423,389,4,1,17,19,L
265,304,2,2,16,16,W
426,386,2,1,26,21,W
369,324,3,3,21,15,L
476,393,0,3,31,24,W
379,337,4,1,29,17,L
302,353,1,4,18,22,W
330,349,2,1,18,20,L
278,272,5,1,17,17,L
263,345,2,2,14,18,L
356,251,1,0,19,23,L
398,365,2,1,26,26,L
320,185,1,2,28,10,W
302,529,3,4,16,26,L
254,418,1,2,12,18,L
295,428,1,0,14,26,L
286,288,3,0,25,17,L
300,492,1,2,16,29,L
273,513,3,1,20,27,L
486,571,4,0,19,29,L
281,443,1,4,15,26,L
299,444,0,0,20,28,L
475,358,2,0,25,19,L
147,326,0,1,10,19,L
364,404,0,1,17,24,L
272,550,1,1,15,29,L
323,177,2,2,21,13,W
253,376,2,0,14,18,L
352,214,2,0,21,11,W
306,283,1,0,17,17,L
418,254,2,1,18,12,W
354,305,0,3,21,20,W
333,362,0,2,22,22,W
257,443,0,0,11,23,T
359,375,1,1,15,28,L
278,425,0,1,19,30,W
420,385,0,2,23,25,W
439,308,0,2,18,20,W
245,338,3,2,16,19,L
534,271,1,2,29,14,W
354,330,6,0,22,18,L
299,183,1,0,19,13,W
391,370,1,1,24,21,L
376,253,0,2,18,14,W
387,231,0,0,24,13,W
309,422,2,0,17,28,L
371,374,1,0,20,19,W
306,416,5,0,21,20,L
472,320,2,2,30,18,L
215,307,3,0,15,22,L
315,414,0,4,20,20,W
513,273,1,3,27,20,W
270,626,0,1,18,27,L
396,461,2,1,23,31,L
360,283,1,4,22,15,W
442,343,1,2,27,19,W
338,245,2,3,19,16,W
349,330,1,2,20,18,W
270,294,0,3,21,14,W
276,449,4,1,16,24,L
349,417,2,0,23,25,L
300,335,2,3,18,18,W
316,301,3,0,19,15,L
363,375,1,1,22,22,W
393,368,3,1,19,17,L
320,359,1,2,16,21,L
398,200,0,2,23,8,W
407,341,1,0,19,16,W
331,422,1,0,26,26,L
494,370,0,1,25,27,W
393,476,3,0,24,31,L
446,402,0,3,19,21,W
351,327,0,1,20,18,L
375,411,0,2,18,25,W
253,348,0,2,16,19,W
389,316,3,1,21,13,W
263,415,1,1,19,25,L
236,289,1,1,16,20,W
384,437,2,1,18,23,L
432,380,1,1,24,24,L
403,457,1,3,20,28,W
301,380,1,3,24,26,W
310,306,2,1,18,18,W
493,239,1,0,26,12,W
413,344,2,0,26,19,L
546,415,1,2,30,35,T
388,331,1,1,23,22,W
515,424,0,2,21,19,W
505,353,0,0,25,24,L
333,369,2,0,19,24,L
334,383,1,2,16,24,W
335,438,3,0,18,22,L
478,458,0,5,21,31,W
284,332,3,0,16,17,L
