1,344,363,0,2,21,19,252,257,92,106,5185015,L
2,374,371,0,1,19,20,322,281,52,90,2643386,L
3,308,160,1,0,18,11,225,95,83,65,16313997,W
4,160,308,0,1,11,18,95,225,65,83,2811165,L
5,333,307,1,3,21,21,176,159,157,148,2623287,L
6,258,344,1,1,14,17,185,215,73,129,17186693,L
7,381,340,1,1,18,22,324,188,57,152,4802972,W
8,381,340,1,1,18,22,324,188,57,152,600000,W
9,328,316,0,1,24,18,227,203,101,113,5685702,L
10,307,333,3,1,21,21,159,176,148,157,2619282,W
11,448,450,0,0,28,25,332,368,116,82,11592758,W
12,294,348,0,1,18,20,199,300,95,48,2720810,W
13,344,258,1,1,17,14,215,185,129,73,9500000,W
14,450,448,0,0,25,28,368,332,82,116,14479891,L
15,348,294,1,0,20,18,300,199,48,95,11468750,L
16,413,388,1,0,26,25,330,233,83,155,5312500,W
17,185,320,2,1,10,28,120,170,65,150,3110896,L
18,214,352,0,2,11,21,150,240,64,112,18038177,L
19,301,316,0,3,15,19,236,252,65,64,4516397,W
20,363,344,2,0,19,21,257,252,106,92,27244861,W
21,507,486,1,0,27,25,419,319,88,167,7338431,L
22,316,328,1,0,18,24,203,227,113,101,450000,W
23,340,381,1,1,22,18,188,324,152,57,9924404,L
24,486,507,0,1,25,27,319,419,167,88,5900000,W
25,403,288,0,1,23,14,270,168,133,120,4052500,W
26,437,384,1,2,23,18,290,329,147,55,4603171,W
27,388,413,0,1,25,26,233,330,155,83,0,L
28,320,185,1,2,28,10,170,120,150,65,9534695,W
29,352,214,2,0,21,11,240,150,112,64,11116966,W
30,371,374,1,0,20,19,281,322,90,52,2580976,W
31,316,301,3,0,19,15,252,236,64,65,7320000,L
32,384,437,2,1,18,23,329,290,55,147,5322799,L
1,416,306,0,5,20,21,311,221,105,85,8986235,W
2,528,454,1,0,27,29,389,299,139,155,5983681,W
3,382,387,2,2,22,17,302,242,80,145,15327985,W
4,393,493,1,1,16,28,307,370,86,123,20027331,L
5,529,302,4,3,26,16,353,237,176,65,9923823,W
6,284,280,3,0,16,21,220,180,64,100,2641910,L
7,412,374,2,2,21,19,366,250,46,124,3851909,L
8,412,374,2,2,21,19,366,250,46,124,0,L
9,380,432,1,1,24,24,278,350,102,82,25010270,W
10,400,253,1,2,24,19,266,170,134,83,23399081,W
11,375,363,1,1,22,22,238,224,137,139,14469772,L
12,263,284,3,1,20,15,180,254,83,30,14073462,L
13,351,291,2,3,15,14,254,172,97,119,30845122,W
14,253,400,2,1,19,24,170,266,83,134,37077830,L
15,388,357,3,1,20,25,319,207,69,150,9062500,L
16,291,351,3,2,14,15,172,254,119,97,6864449,L
17,283,306,0,1,17,17,219,239,64,67,9933451,W
18,457,463,4,1,23,29,387,302,70,161,32390034,L
19,284,263,1,3,15,20,254,180,30,83,16485175,W
20,463,457,1,4,29,23,302,387,161,70,43377615,W
21,288,417,0,3,16,22,247,353,41,64,8387692,L
22,417,288,3,0,22,16,353,247,64,41,9850000,W
23,493,393,1,1,28,16,370,307,123,86,19924404,W
24,454,528,0,1,29,27,299,389,155,139,11257596,L
25,280,284,0,3,21,16,180,220,100,64,6311563,W
26,374,412,2,2,19,21,250,366,124,46,7196047,W
27,357,388,1,3,25,20,207,319,150,69,11904306,W
28,302,529,3,4,16,26,237,353,65,176,5273905,L
29,306,283,1,0,17,17,239,219,67,64,4983832,L
30,306,416,5,0,21,20,221,311,85,105,19330976,L
31,363,375,1,1,22,22,224,238,139,137,13632500,W
32,432,380,1,1,24,24,350,278,82,102,17911126,L
1,348,297,5,1,25,16,260,89,88,208,10933660,L
2,442,474,0,2,26,32,225,359,217,115,19044382,W
3,283,216,3,3,18,14,199,168,84,48,12281411,W
4,297,348,1,5,16,25,89,260,208,88,20526397,W
5,306,211,3,0,18,13,201,153,105,58,12233575,L
6,390,447,2,1,21,25,312,248,78,199,61531960,L
7,332,355,2,1,20,21,189,303,143,52,5892972,L
8,332,355,2,1,20,21,189,303,143,52,22195016,L
9,447,390,1,2,25,21,248,312,199,78,39080587,W
10,355,332,1,2,21,20,303,189,52,143,17258923,W
11,418,324,1,0,22,17,368,201,50,123,31691238,L
12,324,418,0,1,17,22,201,368,123,50,43859446,W
13,284,282,3,0,19,15,175,97,109,185,19174775,L
14,410,352,2,3,24,17,317,315,93,37,54974165,W
15,216,283,3,3,14,18,168,199,48,84,27839150,L
16,293,305,1,8,18,17,221,188,72,117,9388977,W
17,320,472,2,2,18,30,183,389,137,83,5424516,W
18,426,430,3,1,23,21,311,261,115,169,21417034,W
19,211,306,0,3,13,18,153,201,58,105,17389175,W
20,282,284,0,3,15,19,97,175,185,109,19233521,W
21,474,442,2,0,32,26,359,225,115,217,17905077,L
22,457,403,3,1,28,20,337,313,120,90,5871784,L
23,305,293,8,1,17,18,188,221,117,72,18913424,L
24,368,393,1,3,17,19,245,212,123,181,22667332,W
25,426,251,0,2,25,15,301,222,125,29,11302529,W
26,251,426,2,0,15,25,222,301,29,125,5200993,L
27,352,410,3,2,17,24,315,317,37,93,19957306,L
28,254,418,1,2,12,18,119,291,135,127,4744776,L
29,418,254,2,1,18,12,291,119,127,135,4046769,W
30,472,320,2,2,30,18,389,183,83,137,30063907,L
31,393,368,3,1,19,17,212,245,181,123,18907500,L
32,403,457,1,3,20,28,313,337,90,120,12308737,W
1,420,288,5,1,26,12,302,247,118,41,9021838,L
2,571,378,1,2,25,20,481,329,90,49,3144382,W
3,412,261,1,1,25,13,282,199,130,62,17836113,L
4,378,277,0,1,24,13,244,187,134,90,28837894,W
5,378,571,2,1,20,25,329,481,49,90,19639139,L
6,408,263,0,2,23,16,294,197,114,66,53761749,W
7,362,222,0,2,19,8,285,160,77,62,10688567,W
8,362,222,0,2,19,8,285,160,77,62,32571332,W
9,428,295,0,1,26,14,234,189,194,106,55356222,W
10,307,215,0,3,22,15,218,143,89,72,15879420,W
11,263,408,2,0,16,23,197,294,66,114,34744847,L
13,359,320,2,1,21,16,244,196,115,124,21996441,W
14,284,331,1,0,23,23,190,195,94,136,9990534,L
15,331,284,0,1,23,23,195,190,136,94,19442324,W
16,357,436,2,0,22,18,270,287,87,149,12597444,L
17,288,420,1,5,12,26,247,302,41,118,21633115,W
18,222,362,2,0,8,19,160,285,62,77,53971985,L
19,366,339,0,2,22,18,262,261,104,78,3053564,W
20,277,378,1,0,13,24,187,244,90,134,25253631,L
21,275,346,2,3,21,21,192,308,83,38,14793077,W
22,339,366,2,0,18,22,261,262,78,104,17274951,L
23,305,354,3,0,20,21,247,288,58,66,15297590,L
24,261,412,1,1,13,25,199,282,62,130,19394752,W
26,436,357,0,2,18,22,287,270,149,87,9422201,W
27,346,275,3,2,21,21,308,192,38,83,37000000,L
28,295,428,1,0,14,26,189,234,106,194,7710814,L
29,354,305,0,3,21,20,288,247,66,58,12656360,W
30,215,307,3,0,15,22,143,218,72,89,21586581,L
31,320,359,1,2,16,21,196,244,124,115,12419765,L
32,301,380,1,3,24,26,156,217,145,163,9426551,W
1,288,286,0,3,17,25,116,135,172,151,24824810,W
2,372,267,1,1,19,18,250,183,122,84,3970861,W
3,306,310,1,2,18,18,188,250,118,60,5670328,L
4,305,345,0,3,15,23,112,243,193,102,48597614,W
5,414,315,4,0,20,20,278,202,136,113,52889038,L
6,522,396,1,0,25,20,397,298,125,98,68987208,L
7,345,402,0,1,27,21,249,222,96,180,9657988,L
8,345,402,0,1,27,21,249,222,96,180,19032697,L
9,402,345,1,0,21,27,222,249,180,96,54481439,W
10,267,372,1,1,18,19,183,250,84,122,16799975,L
11,244,346,1,2,21,18,164,230,80,116,26036056,W
12,406,221,2,1,23,14,259,178,147,43,16549030,W
13,214,351,1,0,16,22,155,255,59,96,19289166,L
14,396,522,0,1,20,25,298,397,98,125,13741576,W
