13,351,291,2,3,15,14,254,172,97,119,0.2093,W
14,253,400,2,1,19,24,170,266,83,134,0.2407,L
15,388,357,3,1,20,25,319,207,69,150,0.0548,L
16,291,351,3,2,14,15,172,254,119,97,0.0397,L
17,283,306,0,1,17,17,219,239,64,67,0.0662,W
18,457,463,4,1,23,29,387,302,70,161,0.2265,L
19,284,263,1,3,15,20,254,180,30,83,0.1029,W
20,463,457,1,4,29,23,302,387,161,70,0.2820,W
21,288,417,0,3,16,22,247,353,41,64,0.0518,L
22,417,288,3,0,22,16,353,247,64,41,0.0583,W
23,493,393,1,1,28,16,370,307,123,86,0.1154,W
24,454,528,0,1,29,27,299,389,155,139,0.0724,L
25,280,284,0,3,21,16,180,220,100,64,0.0300,W
26,374,412,2,2,19,21,250,366,124,46,0.0497,W
27,357,388,1,3,25,20,207,319,150,69,0.0698,W
28,302,529,3,4,16,26,237,353,65,176,0.0385,L
29,306,283,1,0,17,17,239,219,67,64,0.0350,L
30,306,416,5,0,21,20,221,311,85,105,0.1215,L
31,363,375,1,1,22,22,224,238,139,137,0.0963,W
32,432,380,1,1,24,24,350,278,82,102,0.1191,L
1,348,297,5,1,25,16,260,89,88,208,0.0706,L
2,442,474,0,2,26,32,225,359,217,115,0.1365,W
3,283,216,3,3,18,14,199,168,84,48,0.0737,W
4,297,348,1,5,16,25,89,260,208,88,0.1295,W
5,306,211,3,0,18,13,201,153,105,58,0.0968,L
6,390,447,2,1,21,25,312,248,78,199,0.3898,L
7,332,355,2,1,20,21,189,303,143,52,0.0387,L
8,332,355,2,1,20,21,189,303,143,52,0.1981,L
9,447,390,1,2,25,21,248,312,199,78,0.2435,W
10,355,332,1,2,21,20,303,189,52,143,0.0962,W
11,418,324,1,0,22,17,368,201,50,123,0.2129,L
12,324,418,0,1,17,22,201,368,123,50,0.3040,W
13,284,282,3,0,19,15,175,97,109,185,0.1301,L
14,410,352,2,3,24,17,317,315,93,37,0.3569,W
15,216,283,3,3,14,18,168,199,48,84,0.1682,L
16,293,305,1,8,18,17,221,188,72,117,0.0544,W
17,320,472,2,2,18,30,183,389,137,83,0.0361,W
18,426,430,3,1,23,21,311,261,115,169,0.1498,W
19,211,306,0,3,13,18,153,201,58,105,0.1086,W
20,282,284,0,3,15,19,97,175,185,109,0.1250,W
21,474,442,2,0,32,26,359,225,115,217,0.1106,L
22,457,403,3,1,28,20,337,313,120,90,0.0348,L
23,305,293,8,1,17,18,188,221,117,72,0.1096,L
24,368,393,1,3,17,19,245,212,123,181,0.1457,W
25,426,251,0,2,25,15,301,222,125,29,0.0538,W
26,251,426,2,0,15,25,222,301,29,125,0.0359,L
27,352,410,3,2,17,24,315,317,37,93,0.1170,L
28,254,418,1,2,12,18,119,291,135,127,0.0346,L
29,418,254,2,1,18,12,291,119,127,135,0.0284,W
30,472,320,2,2,30,18,389,183,83,137,0.1890,L
31,393,368,3,1,19,17,212,245,181,123,0.1336,L
32,403,457,1,3,20,28,313,337,90,120,0.0819,W
1,420,288,5,1,26,12,302,247,118,41,0.0582,L
2,571,378,1,2,25,20,481,329,90,49,0.0225,W
3,412,261,1,1,25,13,282,199,130,62,0.1071,L
4,378,277,0,1,24,13,244,187,134,90,0.1819,W
5,378,571,2,1,20,25,329,481,49,90,0.1554,L
6,408,263,0,2,23,16,294,197,114,66,0.3405,W
7,362,222,0,2,19,8,285,160,77,62,0.0702,W
8,362,222,0,2,19,8,285,160,77,62,0.2907,W
9,428,295,0,1,26,14,234,189,194,106,0.3449,W
10,307,215,0,3,22,15,218,143,89,72,0.0885,W
11,263,408,2,0,16,23,197,294,66,114,0.2334,L
13,359,320,2,1,21,16,244,196,115,124,0.1493,W
14,284,331,1,0,23,23,190,195,94,136,0.0649,L
15,331,284,0,1,23,23,195,190,136,94,0.1175,W
16,357,436,2,0,22,18,270,287,87,149,0.0729,L
17,288,420,1,5,12,26,247,302,41,118,0.1441,W
18,222,362,2,0,8,19,160,285,62,77,0.3775,L
19,366,339,0,2,22,18,262,261,104,78,0.0191,W
20,277,378,1,0,13,24,187,244,90,134,0.1642,L
21,275,346,2,3,21,21,192,308,83,38,0.0914,W
22,339,366,2,0,18,22,261,262,78,104,0.1023,L
23,305,354,3,0,20,21,247,288,58,66,0.0886,L
24,261,412,1,1,13,25,199,282,62,130,0.1247,W
26,436,357,0,2,18,22,287,270,149,87,0.0651,W
27,346,275,3,2,21,21,308,192,38,83,0.2169,L
28,295,428,1,0,14,26,189,234,106,194,0.0563,L
29,354,305,0,3,21,20,288,247,66,58,0.0890,W
30,215,307,3,0,15,22,143,218,72,89,0.1357,L
31,320,359,1,2,16,21,196,244,124,115,0.0878,L
32,301,380,1,3,24,26,156,217,145,163,0.0627,W
1,288,286,0,3,17,25,116,135,172,151,0.1602,W
2,372,267,1,1,19,18,250,183,122,84,0.0285,W
3,306,310,1,2,18,18,188,250,118,60,0.0340,L
4,305,345,0,3,15,23,112,243,193,102,0.3065,W
5,414,315,4,0,20,20,278,202,136,113,0.4186,L
6,522,396,1,0,25,20,397,298,125,98,0.4370,L
7,345,402,0,1,27,21,249,222,96,180,0.0635,L
8,345,402,0,1,27,21,249,222,96,180,0.1699,L
9,402,345,1,0,21,27,222,249,180,96,0.3394,W
10,267,372,1,1,18,19,183,250,84,122,0.0936,L
11,244,346,1,2,21,18,164,230,80,116,0.1749,W
12,406,221,2,1,23,14,259,178,147,43,0.1147,W
13,214,351,1,0,16,22,155,255,59,96,0.1309,L
14,396,522,0,1,20,25,298,397,98,125,0.0892,W
17,345,305,3,0,23,15,243,112,102,193,0.2190,L
18,200,398,2,0,8,23,149,163,51,235,0.2486,L
19,351,214,0,1,22,16,255,155,96,59,0.0559,W
20,501,262,0,1,24,17,403,235,98,27,0.2152,W
22,221,406,1,2,14,23,178,259,43,147,0.1095,L
23,316,436,0,1,16,30,244,375,72,61,0.1673,L
24,389,423,1,4,19,17,300,351,89,72,0.1040,W
25,346,244,2,1,18,21,230,164,116,80,0.0088,L
26,436,316,1,0,30,16,375,244,61,72,0.0935,W
27,423,389,4,1,17,19,351,300,72,89,0.2169,L
28,286,288,3,0,25,17,135,116,151,172,0.1574,L
30,315,414,0,4,20,20,202,278,113,136,0.3125,W
31,398,200,0,2,23,8,163,149,235,51,0.0632,W
32,310,306,2,1,18,18,250,188,60,118,0.1114,W
1,396,230,0,2,28,11,225,197,171,33,0.0313,W
2,362,333,2,0,22,22,310,261,52,72,0.0183,L
3,391,435,0,3,22,19,293,397,98,38,0.1967,L
4,492,300,2,1,29,16,179,167,313,133,0.2375,W
5,406,523,2,1,32,23,303,460,103,63,0.3485,L
6,389,317,0,2,22,20,297,263,92,54,0.4697,L
7,357,437,0,0,20,25,237,358,120,79,0.0173,L
8,357,437,0,0,20,25,237,358,120,79,0.3165,L
9,424,372,2,4,24,24,233,294,191,78,0.3982,W
10,304,265,2,2,16,16,220,166,84,99,0.0522,L
11,348,387,0,1,20,23,265,311,83,76,0.2151,W
12,372,424,4,2,24,24,294,233,78,191,0.1413,L
13,414,392,1,1,26,19,256,231,158,161,0.1723,W
14,392,414,1,1,19,26,231,256,161,158,0.1225,L
15,317,389,2,0,20,22,263,297,54,92,0.0099,W
16,406,285,0,2,22,16,223,221,183,64,0.0000,W
17,387,348,1,0,23,20,311,265,76,83,0.2748,L
18,474,297,0,2,24,15,252,169,222,128,0.1850,W
20,437,357,0,0,25,20,358,237,79,120,0.2138,W
21,523,406,1,2,23,32,460,303,63,103,0.0787,W
22,435,391,3,0,19,22,397,293,38,98,0.1815,W
23,230,396,2,0,11,28,197,225,33,171,0.1957,L
24,285,406,2,0,16,22,221,223,64,183,0.0732,L
25,239,493,0,1,12,26,145,263,94,230,0.0440,L
26,297,474,2,0,15,24,169,252,128,222,0.1500,L
27,265,304,2,2,16,16,166,220,99,84,0.2169,W
28,300,492,1,2,16,29,167,179,133,313,0.1253,L
29,333,362,0,2,22,22,261,310,72,52,0.0627,W
31,407,341,1,0,19,16,270,301,137,40,0.0106,W
32,493,239,1,0,26,12,263,145,230,94,0.0461,W
1,443,257,0,0,23,11,311,205,132,52,0.1407,T
2,386,426,1,2,21,26,256,348,130,78,0.0075,L
3,245,344,3,2,11,16,234,189,11,155,0.4017,L
4,267,454,0,0,16,26,200,198,67,256,0.2704,L
6,189,406,2,1,13,32,120,303,69,103,0.2840,L
7,559,352,1,2,23,22,288,172,271,180,0.0173,W
8,559,352,1,2,23,22,288,172,271,180,0.2190,W
10,347,271,0,2,19,14,157,131,190,140,0.0793,W
11,344,413,0,2,19,26,250,283,94,130,0.1949,W
12,406,189,1,2,32,13,303,120,103,69,0.0730,W
13,271,347,2,0,14,19,131,157,140,190,0.0351,L
14,422,331,0,1,26,26,341,207,81,124,0.1921,W
15,344,344,3,0,19,21,239,200,105,144,0.1323,L
16,326,463,0,2,20,27,214,359,112,104,0.0351,W
17,345,232,4,1,20,13,271,196,74,36,0.2679,L
18,454,267,0,0,26,16,198,200,256,67,0.1033,W
19,282,239,4,4,18,15,189,138,93,101,0.0490,L
20,362,375,2,1,21,17,222,281,140,94,0.0773,W
21,463,326,2,0,27,20,359,214,104,112,0.0854,L
22,232,345,1,4,13,20,196,271,36,74,0.0258,W
23,344,245,2,3,16,11,189,234,155,11,0.1596,W
24,344,344,0,3,21,19,200,239,144,105,0.0885,W
25,239,282,4,4,15,18,138,189,101,93,0.0487,W
26,375,362,1,2,17,21,281,222,94,140,0.3106,L
27,426,386,2,1,26,21,348,256,78,130,0.1023,W
28,273,513,3,1,20,27,113,264,160,249,0.0644,L
29,257,443,0,0,11,23,205,311,52,132,0.0667,T
30,513,273,1,3,27,20,264,113,249,160,0.2412,W
31,331,422,1,0,26,26,207,341,124,81,0.0000,L
32,413,344,2,0,26,19,283,250,130,94,0.0842,L
1,340,349,2,1,22,19,316,208,24,141,0.1600,L
2,367,331,0,0,25,24,277,223,90,108,0.0075,W
4,376,357,0,0,25,23,209,285,167,72,0.2472,L
5,349,340,1,2,19,22,208,316,141,24,0.0945,W
6,403,258,0,0,19,15,245,201,158,57,0.2069,W
7,415,546,2,1,35,30,263,446,152,100,0.0000,T
8,415,546,2,1,35,30,263,446,152,100,0.1641,T
9,460,291,1,1,26,21,273,194,187,97,0.3714,W
10,324,369,3,3,15,21,267,246,57,123,0.1619,W
11,289,269,0,1,19,20,231,164,58,105,0.1985,L
12,331,367,0,0,24,25,223,277,108,90,0.2594,L
13,269,289,1,0,20,19,164,231,105,58,0.0982,W
14,277,422,2,0,18,20,172,334,105,88,0.1070,L
15,370,494,1,0,27,25,322,280,48,214,0.0924,L
16,422,277,0,2,20,18,334,172,88,105,0.0478,W
19,258,403,0,0,15,19,201,245,57,158,0.0938,L
20,357,376,0,0,23,25,285,209,72,167,0.0528,W
21,375,359,1,1,28,15,252,285,123,74,0.0846,W
23,393,407,0,2,21,22,222,339,171,68,0.1917,W
24,626,270,1,0,27,18,498,168,128,102,0.0428,W
25,291,460,1,1,21,26,194,273,97,187,0.0126,L
27,369,324,3,3,21,15,246,267,123,57,0.1876,L
29,359,375,1,1,15,28,285,252,74,123,0.1358,L
30,270,626,0,1,18,27,168,498,102,128,0.2217,L
31,494,370,0,1,25,27,280,322,214,48,0.0603,W
32,546,415,1,2,30,35,446,263,100,152,0.2696,T
2,461,396,1,2,31,23,325,326,136,70,0.0311,W
3,274,277,1,1,13,15,224,241,50,36,0.2586,W
4,425,278,1,0,30,19,263,245,162,33,0.2883,L
5,244,339,0,1,16,18,185,280,59,59,0.2345,W
9,423,222,0,0,29,13,255,177,168,45,0.0489,W
10,299,397,2,0,13,30,266,179,33,218,0.3305,L
11,311,337,1,0,18,22,214,259,97,78,0.0884,W
12,405,355,1,2,25,22,289,270,116,85,0.2331,L
14,355,405,2,1,22,25,270,289,85,116,0.2205,W
15,449,231,4,0,25,10,244,169,205,62,0.1990,L
16,231,449,0,4,10,25,169,244,62,205,0.0518,W
17,339,244,1,0,18,16,280,185,59,59,0.2012,L
18,274,331,0,2,20,18,137,191,137,140,0.1935,W
19,337,311,0,1,22,18,259,214,78,97,0.1582,L
21,571,486,0,4,29,19,323,393,248,93,0.1127,W
22,302,443,2,2,16,21,248,347,54,96,0.0710,W
23,331,274,2,0,18,20,191,137,140,137,0.0315,L
24,397,299,0,2,30,13,179,266,218,33,0.1968,W
25,443,302,2,2,21,16,347,248,96,54,0.2769,L
26,277,274,1,1,15,13,241,224,36,50,0.0219,L
27,476,393,0,3,31,24,268,313,208,80,0.2098,W
28,486,571,4,0,19,29,393,323,93,248,0.1466,L
29,278,425,0,1,19,30,245,263,33,162,0.0150,W
30,396,461,2,1,23,31,326,325,70,136,0.2368,L
31,393,476,3,0,24,31,313,268,80,208,0.0843,L
1,443,281,4,1,26,15,363,198,80,83,0.0546,W
2,303,429,1,1,11,25,255,221,48,208,0.0401,L
3,396,144,2,3,29,11,277,111,119,33,0.0426,W
5,341,256,2,1,22,18,242,165,99,91,0.0948,L
6,283,360,4,1,15,22,161,280,122,80,0.1842,L
7,264,351,1,2,12,23,186,229,78,122,0.1238,L
8,264,351,1,2,12,23,186,229,78,122,0.0711,L
9,422,448,1,0,20,30,295,400,127,48,0.0147,W
10,337,373,2,4,24,19,234,293,103,80,0.3317,W
12,402,446,3,0,21,19,333,292,69,154,0.0935,L
13,273,327,0,2,16,23,92,247,181,80,0.1597,W
15,327,273,2,0,23,16,247,92,80,181,0.0797,L
16,256,341,1,2,18,22,165,242,91,99,0.0888,W
17,280,296,0,1,16,17,155,157,125,139,0.1852,W
18,337,379,1,4,17,29,231,309,106,70,0.1754,W
19,331,388,1,1,22,23,284,260,47,128,0.1215,L
20,385,420,2,0,25,23,304,324,81,96,0.1113,L
21,373,337,4,2,19,24,293,234,80,103,0.0897,L
22,351,264,2,1,23,12,229,186,122,78,0.0567,W
23,296,280,1,0,17,16,157,155,139,125,0.0846,L
25,429,303,1,1,25,11,221,255,208,48,0.1390,W
26,448,422,0,1,30,20,400,295,48,127,0.0604,L
27,379,337,4,1,29,17,309,231,70,106,0.0412,L
28,281,443,1,4,15,26,198,363,83,80,0.1993,L
29,420,385,0,2,23,25,324,304,96,81,0.0501,W
30,360,283,1,4,22,15,280,161,80,122,0.0845,W
31,446,402,0,3,19,21,292,333,154,69,0.1103,W
32,388,331,1,1,23,22,260,284,128,47,0.0033,W
1,290,217,2,1,24,16,155,145,135,72,0.0782,L
3,368,417,0,0,17,27,267,299,101,118,0.0587,L
4,342,300,1,2,20,23,159,207,183,93,0.1962,W
5,223,371,0,2,17,28,173,264,50,107,0.1556,W
6,315,329,1,0,17,19,222,227,93,102,0.1614,L
7,300,342,2,1,23,20,207,159,93,183,0.2355,L
8,300,342,2,1,23,20,207,159,93,183,0.0069,L
9,417,368,0,0,27,17,299,267,118,101,0.0623,W
11,277,285,2,3,14,16,263,202,14,83,0.3118,W
12,424,515,2,0,19,21,340,364,84,151,0.1031,L
13,354,325,2,1,22,16,230,295,124,30,0.1795,L
14,327,351,1,0,18,20,251,254,76,97,0.0696,W
15,285,277,3,2,16,14,202,263,83,14,0.0618,L
16,343,442,2,1,19,27,261,326,82,116,0.0328,L
17,227,240,1,1,12,17,125,142,102,98,0.2380,L
18,240,227,1,1,17,12,142,125,98,102,0.1433,W
19,217,290,1,2,16,24,145,155,72,135,0.3856,W
20,444,299,0,0,28,20,273,177,171,122,0.0645,W
21,371,223,2,0,28,17,264,173,107,50,0.1148,L
22,329,315,0,1,19,17,227,222,102,93,0.0257,W
24,325,354,1,2,16,22,295,230,30,124,0.0229,W
25,308,439,2,0,20,18,195,287,113,152,0.2472,L
26,313,209,0,2,24,17,167,176,146,33,0.0251,W
28,299,444,0,0,20,28,177,273,122,171,0.1217,L
29,439,308,0,2,18,20,287,195,152,113,0.0427,W
30,442,343,1,2,27,19,326,261,116,82,0.0615,W
31,351,327,0,1,20,18,254,251,97,76,0.0669,L
32,515,424,0,2,21,19,364,340,151,84,0.0424,W
1,332,360,1,1,23,28,274,244,58,116,0.0750,L
2,360,332,1,1,28,23,244,274,116,58,0.1174,W
3,311,325,1,2,16,22,219,261,92,64,0.0380,W
4,304,301,0,0,15,20,151,118,153,183,0.1288,W
5,358,366,2,2,19,22,229,310,129,56,0.2000,L
6,411,375,2,0,25,18,316,226,95,149,0.1789,L
7,325,311,2,1,22,16,261,219,64,92,0.2032,L
8,325,311,2,1,22,16,261,219,64,92,0.1266,L
9,353,505,0,0,24,25,190,449,163,56,0.0708,W
10,464,273,1,0,21,23,340,190,124,83,0.1889,L
11,308,306,0,1,18,17,214,224,94,82,0.0025,W
12,387,292,0,1,25,20,313,211,74,81,0.1188,W
13,353,302,4,1,22,18,239,235,114,67,0.0815,L
14,310,369,2,0,18,16,219,221,91,148,0.0290,L
15,301,304,0,0,20,15,118,151,183,153,0.1830,L
16,273,464,0,1,23,21,190,340,83,124,0.1485,W
17,247,555,2,1,13,27,178,346,69,209,0.1744,L
18,358,475,0,2,19,25,263,282,95,193,0.0230,W
19,306,308,1,0,17,18,224,214,82,94,0.3385,L
20,377,333,0,2,26,16,286,269,91,64,0.1322,W
21,555,247,1,2,27,13,346,178,209,69,0.2225,W
22,296,343,1,3,13,21,192,285,104,58,0.0653,W
23,333,377,2,0,16,26,269,286,64,91,0.0928,L
24,366,358,2,2,22,19,310,229,56,129,0.0699,W
25,292,387,1,0,20,25,211,313,81,74,0.2526,L
26,369,310,0,2,16,18,221,219,148,91,0.0214,W
27,302,353,1,4,18,22,235,239,67,114,0.0372,W
28,475,358,2,0,25,19,282,263,193,95,0.0821,L
29,245,338,3,2,16,19,118,220,127,118,0.0845,L
30,338,245,2,3,19,16,220,118,118,127,0.1545,W
31,375,411,0,2,18,25,226,316,149,95,0.1230,W
32,505,353,0,0,25,24,449,190,56,163,0.0091,L
1,369,333,0,2,24,19,281,246,88,87,0.1017,W
2,418,389,1,1,32,17,290,266,128,123,0.0328,L
3,496,277,2,3,28,16,386,215,110,62,0.0398,W
4,382,399,2,0,24,24,170,260,212,139,0.0616,L
5,271,534,2,1,14,29,182,294,89,240,0.2568,L
6,326,147,1,0,19,10,184,6,142,141,0.0861,W
7,412,359,2,3,21,22,332,306,80,53,0.2259,W
8,412,359,2,3,21,22,332,306,80,53,0.1022,W
9,264,318,2,1,13,21,124,231,140,87,0.1722,W
10,206,333,0,3,10,19,102,179,104,154,0.0110,W
11,422,369,0,3,24,20,337,319,85,50,0.1774,W
12,309,307,1,1,16,17,200,184,109,123,0.2929,W
13,307,309,1,1,17,16,184,200,123,109,0.1316,L
14,421,250,1,3,27,13,282,214,139,36,0.1301,W
15,333,206,3,0,19,10,179,102,154,104,0.1754,L
16,389,418,1,1,17,32,266,290,123,128,0.1990,W
17,162,402,2,0,7,20,126,269,36,133,0.1873,L
18,277,496,3,2,16,28,215,386,62,110,0.2613,L
19,318,264,1,2,21,13,231,124,87,140,0.0658,L
20,402,162,0,2,20,7,269,126,133,36,0.2414,W
21,369,422,3,0,20,24,319,337,50,85,0.0374,L
22,234,389,2,2,16,20,178,272,56,117,0.0465,L
23,250,421,3,1,13,27,214,282,36,139,0.1327,L
24,399,382,0,2,24,24,260,170,139,212,0.2913,W
25,359,412,3,2,22,21,306,332,53,80,0.0279,L
26,389,234,2,2,20,16,272,178,117,56,0.0256,W
27,330,349,2,1,18,20,211,268,119,81,0.0725,L
28,147,326,0,1,10,19,6,184,141,142,0.0094,L
29,534,271,1,2,29,14,294,182,240,89,0.0818,W
30,349,330,1,2,20,18,268,211,81,119,0.1103,W
32,333,369,2,0,19,24,246,281,87,88,0.1118,L
1,300,314,4,3,21,15,125,231,175,83,0.0525,L
2,286,312,0,5,18,21,220,208,66,104,0.1688,W
3,348,496,1,3,17,20,306,401,42,95,0.0359,L
4,275,460,1,3,14,24,208,220,67,240,0.1647,L
5,272,278,1,5,17,17,146,220,126,58,0.1160,W
6,296,323,0,2,16,25,204,209,92,114,0.0495,L
7,360,254,0,1,21,13,147,85,213,169,0.1062,W
8,360,254,0,1,21,13,147,85,213,169,0.0000,W
9,260,260,3,3,13,12,152,167,108,93,0.1533,L
10,348,253,2,0,19,16,330,73,18,180,0.0338,L
11,323,296,2,0,25,16,209,204,114,92,0.2083,W
12,330,354,0,6,18,22,237,218,93,136,0.2016,W
13,316,348,1,3,20,21,131,265,185,83,0.1795,W
14,348,316,3,1,21,20,265,131,83,185,0.0730,L
15,315,377,0,1,18,22,230,292,85,85,0.2021,L
16,323,244,3,0,14,18,258,109,65,135,0.0384,W
17,312,286,5,0,21,18,208,220,104,66,0.0896,L
18,314,300,3,4,15,21,231,125,83,175,0.3043,W
19,377,315,1,0,22,18,292,230,85,85,0.1294,W
20,496,348,3,1,20,17,401,306,95,42,0.0788,W
21,294,270,3,0,14,21,248,166,46,104,0.0868,L
22,260,260,3,3,12,13,167,152,93,108,0.1460,W
23,404,364,1,0,24,17,216,116,188,248,0.1596,W
24,244,323,0,3,18,14,109,258,135,65,0.1247,L
25,383,334,2,1,24,16,288,227,95,107,0.0219,L
26,460,275,3,1,24,14,220,208,240,67,0.0567,W
27,278,272,5,1,17,17,220,146,58,126,0.1023,L
28,364,404,0,1,17,24,116,216,248,188,0.0427,L
29,354,330,6,0,22,18,218,237,136,93,0.0667,L
30,270,294,0,3,21,14,166,248,104,46,0.1366,W
31,253,348,0,2,16,19,73,330,180,18,0.0424,W
32,334,383,1,2,16,24,227,288,107,95,0.2829,W
1,425,488,2,1,26,33,309,358,116,130,0.0587,L
2,550,272,1,1,29,15,302,165,248,107,0.1688,W
3,340,328,2,1,18,27,189,159,151,169,0.0600,W
4,451,269,0,0,29,16,171,162,280,107,0.1647,W
5,438,335,0,3,22,18,290,306,148,29,0.1684,W
6,449,451,4,0,29,20,354,225,95,226,0.0368,L
7,222,382,1,0,19,26,146,285,76,97,0.1062,L
8,222,382,1,0,19,26,146,285,76,97,0.0147,L
9,449,276,1,4,24,16,264,224,185,52,0.3982,W
10,309,313,3,0,15,20,251,177,58,136,0.0681,L
11,324,300,2,0,16,17,268,186,56,114,0.1951,L
12,451,449,0,4,20,29,225,354,226,95,0.1961,W
13,387,150,2,1,23,9,308,83,79,67,0.1316,W
14,411,282,0,3,27,20,250,248,161,34,0.1290,W
15,150,387,1,2,9,23,83,308,67,79,0.0571,L
16,316,389,1,3,13,21,159,241,157,148,0.0397,L
17,183,299,0,1,13,19,136,227,47,72,0.1441,L
18,303,360,1,4,13,20,236,244,67,116,0.1850,W
19,282,411,3,0,20,27,248,250,34,161,0.1127,L
20,313,309,0,3,20,15,177,251,136,58,0.1642,W
21,488,425,1,2,33,26,358,309,130,116,0.0663,W
22,300,324,0,2,17,16,186,268,114,56,0.0258,W
23,360,303,4,1,20,13,244,236,116,67,0.2258,L
24,345,263,2,2,18,14,200,190,145,73,0.1457,W
25,328,340,1,2,27,18,159,189,169,151,0.0557,L
26,382,222,0,1,26,19,285,146,97,76,0.0256,W
27,263,345,2,2,14,18,190,200,73,145,0.0622,L
28,272,550,1,1,15,29,165,302,107,248,0.0094,L
29,299,183,1,0,19,13,227,136,72,47,0.0350,W
30,276,449,4,1,16,24,224,264,52,185,0.1366,L
31,389,316,3,1,21,13,241,159,148,157,0.0546,W
32,335,438,3,0,18,22,306,290,29,148,0.2962,L
1,370,391,1,1,21,24,276,313,94,78,0.0587,W
2,408,302,0,2,21,17,256,183,152,119,0.1688,W
3,368,406,1,2,22,23,246,279,122,127,0.0600,L
4,589,494,0,1,30,22,317,233,272,261,0.1647,L
5,302,408,2,0,17,21,183,256,119,152,0.1684,L
6,458,478,5,0,31,21,318,270,140,208,0.0368,L
7,294,250,1,0,15,17,244,155,50,95,0.1062,L
8,294,250,1,0,15,17,244,155,50,95,0.0147,L
9,375,319,0,2,23,23,211,229,164,90,0.3982,W
10,246,484,3,1,14,23,183,246,63,238,0.0681,L
11,319,375,2,0,23,23,229,211,90,164,0.1951,L
12,348,446,0,2,19,22,308,353,40,93,0.1961,W
13,250,294,0,1,17,15,155,244,95,50,0.1316,W
14,390,463,3,0,20,27,288,253,102,210,0.1290,L
15,415,263,1,1,25,19,331,205,84,58,0.0099,W
16,484,246,1,3,23,14,246,183,238,63,0.0397,W
17,177,323,2,2,13,21,78,253,99,70,0.1441,L
18,494,589,1,0,22,30,233,317,261,272,0.1850,W
19,446,348,2,0,22,19,353,308,93,40,0.1322,L
20,325,239,0,4,21,14,211,128,114,111,0.1642,W
21,417,349,0,2,25,23,294,260,123,89,0.0663,W
22,470,286,3,1,24,15,356,168,114,118,0.0348,L
23,239,325,4,0,14,21,128,211,111,114,0.2258,L
24,463,390,0,3,27,20,253,288,210,102,0.1457,W
25,286,470,1,3,15,24,168,356,118,114,0.0557,W
26,406,368,2,1,23,22,279,246,127,122,0.0256,W
27,356,251,1,0,19,23,322,127,34,124,0.0638,L
28,323,177,2,2,21,13,253,78,70,99,0.0094,W
29,391,370,1,1,24,21,313,276,78,94,0.0350,L
30,349,417,2,0,23,25,260,294,89,123,0.1366,L
31,263,415,1,1,19,25,205,331,58,84,0.0546,L
32,478,458,0,5,21,31,270,318,208,140,0.2829,W
1,344,123,2,3,21,9,260,71,84,52,0.0706,W
2,465,473,0,1,25,26,323,341,142,132,0.0075,W
3,335,371,2,0,22,25,263,218,72,153,0.0359,L
4,230,329,3,0,14,18,162,202,68,127,0.1263,L
